,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,3PA,PPG,RPG,TRB%,APG,SPG,BPG,TOPG
758,Elijah Bryant,Mil,G,20,11,4.5,9.4,19,9.1,0,0,12,8,1.3,1.1,13,0.4,0.18,0.09,0.18
759,Facundo Campazzo,Den,G,30.33,10,27,56.3,15.7,15.4,19,0.842,26,48,9.3,3,6.3,4.1,1.4,0.4,1.5
760,Aaron Gordon,Den,F,25.84,10,29.9,62.2,18.1,11.3,25,0.64,76,23,11.1,5.4,10.2,2,0.5,0.3,1.4
761,JaMychal Green,Den,F-C,31.08,10,19,39.5,11.9,5.8,9,0.889,25,20,5.4,5.2,15.5,1.1,0.2,0.2,0.3
762,Nikola Jokic,Den,C,26.42,10,34.5,72,34.8,8.7,55,0.836,175,53,29.8,11.6,19,5,0.6,0.9,2.4
763,Donovan Mitchell,Uta,G,24.87,10,34.6,72,38,9.4,76,0.829,120,115,32.3,4.2,7.1,5.5,1.1,0.2,2.8
764,Monte Morris,Den,G,26.07,10,28.7,59.7,20.6,5.2,29,0.724,76,40,13.7,2.4,4.7,5.5,1,0.2,0.7
765,Michael Porter Jr.,Den,F,23.06,10,33.2,69.2,21,10,21,0.81,62,73,17.4,6.2,10.5,1.3,1.1,0.3,1.6
766,Austin Rivers,Den,G,28.97,10,30.5,63.5,12.1,10.6,16,0.813,23,46,9.2,1.7,3.1,2.1,0.2,0.3,0.9
767,Amir Coffey,Lac,G-F,24.09,10,1.6,3.4,15.6,18.4,1,0,3,1,0.7,0.2,7.1,0.1,0.1,0,0.1
768,Shaquille Harrison,Den,G,27.79,9,4.5,9.3,11.2,48.4,3,0.667,3,1,1,0.9,11.3,0.3,0.33,0.33,0.56
769,Markus Howard,Den,G,22.38,9,12.4,25.9,14.7,0,2,0.5,11,26,4.7,0.8,3.5,0.4,0,0.11,0
770,Kyrie Irving,Bro,G,29.33,9,36.1,75.3,26,5.9,28,0.929,98,65,22.7,5.8,8.8,3.4,1,0.56,1.22
771,Mike James,Bro,G,30.93,9,11.4,23.8,20.3,6.5,0,0,27,16,3.7,1.8,8.6,1.3,0.22,0,0.33
772,Paul Millsap,Den,F,36.44,9,12.1,25.3,25.4,12.6,13,0.615,27,23,6.4,3.9,18.1,1.7,0.33,0.67,0.89
773,James Harden,Bro,G,31.9,9,35.7,74.5,22.8,16.1,62,0.903,42,66,20.2,6.3,9.8,8.6,1.67,0.78,2.89
774,Tony Snell,Atl,G,29.69,9,7.3,15.2,13.5,20,0,0,5,11,0.6,0.6,4.1,0.2,0.22,0.11,0.44
775,Yogi Ferrell,Lac,G,28.2,9,1.6,3.4,16.1,0,0,0,4,1,0.4,0.3,12,0.3,0,0,0
776,Frank Kaminsky,Pho,F-C,28.3,10,6.8,14.1,17.9,15.1,1,1,17,5,2.2,1.4,11.5,1.4,0.2,0.3,0.4
777,Danny Green,Phi,G,34.08,8,24.8,51.7,11.5,9.4,0,0,11,37,7,2.6,5.8,2.6,1.13,1,0.63
778,Tyler Johnson,Bro,G,29.2,8,8.7,18,12.4,5.3,2,1,6,11,2.1,0.8,4.8,0.6,0.25,0,0.13
779,Miye Oni,Uta,G-F,23.96,8,5.2,10.8,5.4,0,0,0,0,5,0,0.4,4.2,0,0.13,0,0
780,Daniel Oturu,Lac,C,21.83,8,1.9,4,18,0,2,0.5,4,1,0.6,0.5,15.2,0,0,0.13,0
781,Sam Merrill,Mil,G,25.18,8,3.7,7.7,11.6,12.5,0,0,2,5,0.6,0.6,9.1,0.1,0.5,0,0.13
782,Jalen Brunson,Dal,G,24.89,7,16.3,33.9,21.4,7.4,13,0.769,31,13,8,2.6,9.2,1.4,0,0,0.57
783,Luka Doncic,Dal,F-G,22.39,7,40.2,83.7,40.4,12.8,51,0.529,120,76,35.7,7.9,11.4,10.3,1.29,0.43,4.57
784,Dorian Finney-Smith,Dal,F,28.21,7,38.7,80.5,13.1,15.3,5,0.8,27,37,10.3,6.6,9.9,2.1,1.14,0.29,1.71
785,Tim Hardaway Jr.,Dal,G-F,29.35,7,37.4,77.9,19.8,5.3,16,0.75,44,57,17,3.3,5.1,1.4,0.43,0,0.86
786,Maxi Kleber,Dal,F,29.47,7,26.8,55.7,8.3,2.9,7,0.714,10,20,5.3,3.6,7.8,1.4,0.43,0,0.14
787,Timothe Luwawu-Cabarrot,Bro,G-F,26.2,7,3.5,7.3,20.4,9.1,0,0,4,6,1.1,0.4,6.8,0.3,0,0,0.14
788,Kristaps Porzingis,Dal,F-C,25.97,7,33.3,69.4,16.2,3.6,19,0.842,45,27,13.1,5.4,9.5,1.3,1.29,0.71,0.43
789,Dwight Powell,Dal,F-C,30,7,7.5,15.5,10.1,8.6,6,0.833,8,0,2.7,1.9,14.5,0.9,0.29,0,0.14
790,Josh Richardson,Dal,G,27.85,7,13.4,27.9,18.3,15.8,9,1,18,10,4.9,1.6,6.8,0.7,0.29,0,0.86
791,Jevon Carter,Pho,G,25.85,7,3.1,6.5,18.5,0,2,0,6,2,0.9,0.3,5.1,0.6,0,0,0
792,Mamadi Diakite,Mil,F,24.5,7,5,10.4,14.6,8.4,2,1,8,2,1,1,10.7,0,0.43,0.14,0.14
793,E'Twaun Moore,Pho,G,32.4,7,6.6,13.8,20.7,14.3,0,0,13,5,2.4,1.4,12,1.3,0.14,0,0.43
794,DeMarcus Cousins,Lac,C,30.94,7,8.3,17.3,42.5,9.4,14,0.786,32,10,7.6,2,13.9,0.7,0.29,0.43,0.71
795,Skylar Mays,Atl,G,23.87,7,2.4,5.1,15.5,16.7,0,0,5,0,1.1,0.3,6.4,0.1,0.29,0,0.14
796,Carmelo Anthony,Por,F,37.14,6,23.9,49.8,22.6,9.7,11,0.909,23,37,12.3,3.2,7.7,1.5,0.33,0.17,1.17
797,Alex Caruso,Lal,G,27.39,6,20.1,41.9,17,15.3,2,1,21,17,5.8,1.3,3.7,0.5,0.17,0.67,1.17
798,Willie Cauley-Stein,Dal,C,27.92,6,10.5,21.8,9.6,22.5,3,1,9,0,2.5,2.7,14.8,0.5,0.33,0.67,0.5
799,Chris Chiozza,Bro,G,25.66,6,3.2,6.6,19.2,12.5,0,0,4,3,0.8,0.2,2.9,0.2,0.17,0,0.17
800,Mike Conley,Uta,G,33.78,6,29.3,61,22.5,15.7,16,1,31,37,15.3,3.5,7,7.7,0.17,0.5,2.33
801,Robert Covington,Por,F,30.6,6,38.1,79.3,9.6,16.5,10,0.9,14,22,9.3,7.8,11.9,1.2,1.5,1,1.33
802,LeBron James,Lal,F,36.55,6,37.3,77.6,29.8,16.8,23,0.609,66,48,23.3,7.2,10.9,8,1.5,0.33,4.17
803,Kyle Kuzma,Lal,F,25.99,6,21.6,44.9,20,10.4,9,0.667,25,23,6.3,3.8,10,1.2,0.33,0.17,1
804,Damian Lillard,Por,G,31.02,6,41.3,86.1,30.7,7.7,50,0.94,56,78,34.3,4.3,6.1,10.2,1,0.67,2.17
805,Wesley Matthews,Lal,G,34.77,6,18.4,38.3,14.4,0,6,1,8,25,5.5,1.7,5.1,0.3,0.33,0,0
806,CJ McCollum,Por,G,29.84,6,39.9,83.2,24.8,9.1,13,0.769,72,42,20.7,6,8.7,4.3,0.33,0.67,2
807,Jusuf Nurkic,Por,C,26.91,6,28.9,60.2,20.8,17.5,25,0.72,50,5,13.2,10.3,20.6,2.7,0.5,1.17,2.33
808,Norman Powell,Por,G,28.16,6,36,75,19,7.7,18,0.889,50,26,17,2.2,3.5,2,0.83,1,1.17
809,Dennis Schroder,Lal,G,27.85,6,32.8,68.2,20.8,10.9,26,0.846,44,26,14.3,3,5.2,2.8,1,0.17,1.67
810,Anfernee Simons,Por,G,22.12,6,17.9,37.3,10.9,3.8,0,0,7,18,6.5,2.7,8.6,0.8,0.33,0.17,0.17
811,Jeff Green,Bro,F,34.9,6,24.7,51.5,12.1,7.6,8,0.875,15,18,8.2,2.8,6.3,1.7,0.5,0.33,0.5
812,Jay Scrubb,Lac,G,20.88,6,1.3,2.6,0,,0,0,0,0,0,0.2,7.6,0,0,0,0
813,Jalen Smith,Pho,F-C,21.35,6,2.9,6.1,13.1,20,0,0,3,1,0.8,0.8,15.9,0.2,0,0,0.17
814,Bruno Fernando,Atl,F-C,22.93,6,2,4.1,14.7,0,2,1,3,0,1,0.2,4.7,0,0,0,0
815,Nathan Knight,Atl,F-C,23.83,6,2.3,4.8,25.1,0,2,0,5,2,0.7,1,23.5,0,0,0.33,0
816,Grayson Allen,Mem,G,25.78,5,23.2,48.3,12.5,2.9,1,0,12,21,6.4,2.6,6.2,0.2,0.4,0.2,0.2
817,Kyle Anderson,Mem,F-G,27.83,5,28.4,59.2,14.2,8.4,4,0.75,30,12,8.4,5,9.7,3.2,2.8,0,0.8
818,Desmond Bane,Mem,G,23.07,5,19.8,41.3,9.4,13.6,0,0,7,12,5.6,3.4,9.5,2,0.8,0.4,0.6
819,RJ Barrett,Nyk,F-G,21.1,5,32.3,67.4,20.7,2.6,15,0.8,39,28,14.4,7.2,11.8,3,0.8,0.4,0.4
820,Bradley Beal,Was,G,28.06,5,39.1,81.4,34,12.6,36,0.861,91,32,30,6.2,8.6,4.2,0.8,0.6,4
821,Dillon Brooks,Mem,G-F,25.49,5,34.9,72.8,28.4,7.7,26,0.808,77,20,25.8,4.2,6.6,2.2,1.4,0.4,1.8
822,Reggie Bullock,Nyk,G-F,30.35,5,32.5,67.7,12.3,8.8,5,0.8,10,29,8.8,3.4,5.5,1.2,0.6,0.2,0.8
823,Alec Burks,Nyk,G,30,5,25.6,53.3,23.7,5.9,19,0.737,32,24,14,5,10.3,2.6,0.2,0,0.8
824,Kentavious Caldwell-Pope,Lal,G,28.42,5,29.1,60.7,10.2,6,5,1,10,19,6.2,2.8,5.4,1,1,0,0.4
825,Vlatko Cancar,Den,F,24.28,5,4.2,8.7,13,16.1,5,0.8,2,1,2.2,0.6,8.1,0.2,0.2,0.2,0.2
826,Anthony Davis,Lal,F-C,28.36,5,28.8,60,26.8,6.9,42,0.833,51,11,17.4,6.6,13,2.6,0.6,1.6,1.2
827,Andre Drummond,Lal,C,27.95,5,21,43.7,20.2,23.2,10,0.7,32,0,9,11,29.6,0,0.8,0.6,2.2
828,Evan Fournier,Bos,G-F,28.72,5,33.3,69.4,18.6,6.8,12,0.833,33,30,15.4,3.6,6.2,1.4,1.2,0,1
829,Daniel Gafford,Was,F-C,22.8,5,23.4,48.8,14.1,7.6,24,0.625,26,0,11.8,5.8,13.5,0.6,1,2,0.6
830,Marc Gasol,Lal,C,36.47,5,17.5,36.5,9.6,21.3,4,0.75,2,11,5.2,3.8,12.3,3,0.8,0.8,0.8
831,Taj Gibson,Nyk,F,36.07,5,27.6,57.5,7.5,12.8,1,1,20,0,5,7,13.4,0.8,1.6,1,0.6
832,Rui Hachimura,Was,F,23.45,5,34.6,72.2,13.8,8.7,12,0.583,32,15,14.8,7.2,11.3,1,0.4,0.2,1
833,Rondae Hollis-Jefferson,Por,F,26.55,5,7.1,14.8,8,0,3,0.667,5,0,2,1.6,13,0,0.2,0.2,0
834,De'Andre Hunter,Atl,F-G,23.63,5,30.3,63.2,17.2,11.9,16,0.75,29,16,10.8,4,7.2,0.6,0.2,0.6,1.4
835,Jaren Jackson Jr.,Mem,F-C,21.85,5,27.5,57.3,20,6.2,16,0.875,26,28,13.6,5.6,11.3,1,1,1.2,0.8
836,Alize Johnson,Bro,F,25.24,5,4.5,9.5,20,30,0,0,7,0,1.6,2.6,31.6,0,0.6,0,0.6
837,Tyus Jones,Mem,G,25.2,5,9.3,19.5,16.2,0,2,1,13,4,3,1.4,8.3,1.2,0.2,0,0
838,Enes Kanter,Por,C,29.17,5,11.2,23.4,9.5,25.3,2,1,8,0,2,2.6,13.4,0,0,0.4,0.6
839,Alex Len,Was,C,28.1,5,8.4,17.6,17.9,5.5,7,0.571,14,0,4,2.2,14.2,0.4,0.2,0,0.2
840,Robin Lopez,Was,C,33.3,5,14.6,30.5,15.9,3.6,4,0.25,25,0,7.4,1.8,6.7,0,0,0.8,0.2
841,De'Anthony Melton,Mem,G,23.15,5,16.7,34.8,18.3,8.3,5,0.6,11,20,6.2,3.2,10.6,1,0.2,0.8,0.6
842,Ja Morant,Mem,G,21.95,5,40.5,84.4,30.8,11.5,40,0.775,82,31,30.2,4.8,6.6,8.2,0.4,0,3.4
843,Aaron Nesmith,Bos,G-F,21.76,5,15,31.2,11.8,9.6,2,1,4,14,3.2,2.6,10,0.2,0.2,0.2,0.4
844,Raul Neto,Was,G,29.17,5,22.5,46.8,13.8,2.7,5,0.8,19,15,6.4,2.2,5.3,1,0.4,0,0.2
845,Zeke Nnaji,Den,F-C,20.53,5,3.5,7.4,21.8,0,2,0.5,1,7,2.4,0.4,6.4,0.4,0.2,0,0
846,Nerlens Noel,Nyk,C-F,27.28,5,18.4,38.4,10.1,19,16,0.813,10,0,4.6,4,11.5,0.2,0.8,0.6,0.8
847,Reggie Perry,Bro,F-C,21.33,5,4.4,9.3,32.7,18.8,0,0,8,5,3.2,1.2,14.9,0.2,0.2,0,0.6
848,Payton Pritchard,Bos,G,23.48,5,13.5,28.1,13.1,14.4,2,1,7,10,3.4,2,8.6,2.4,0.4,0,0.6
849,Immanuel Quickley,Nyk,G,22.09,5,15.4,32.2,24.2,14.3,7,0.714,22,11,5.8,1.4,4.8,1,0.6,0,1.2
850,Julius Randle,Nyk,F-C,26.64,5,36.1,75.1,31.7,17.8,27,0.852,61,33,18,11.6,17,4,0.6,0,4.6
851,Derrick Rose,Nyk,G,32.79,5,35,72.9,24.3,8.3,9,1,67,17,19.4,4,6.1,5,0.4,0.2,1.6
852,Mike Scott,Phi,F,33.01,5,6.9,14.3,11.3,0,0,0,2,7,1.2,0.6,4.8,0.6,0.2,0.2,0
853,Marcus Smart,Bos,G,27.38,5,36.6,76.3,20.6,15.7,21,0.714,23,43,17.8,4.4,6.9,6,1,0.2,2.8
854,Ish Smith,Was,G,33.04,5,22.3,46.4,18,10.4,0,0,36,7,6.8,3.2,7.8,2.8,1.4,0.4,1
855,Jayson Tatum,Bos,F-G,23.38,5,37,77,33.3,8.9,49,0.918,75,36,30.6,5.8,9.1,4.6,1.2,1.6,2.6
856,Tristan Thompson,Bos,C-F,30.36,5,26.4,55.1,14.9,10.8,17,0.706,34,0,10.4,9.8,21.4,1,0.8,1.2,1
857,Obi Toppin,Nyk,F,23.38,5,13.1,27.2,19.5,10.5,6,0.833,14,9,6.4,2.6,10.5,0.4,0,0.2,0.6
858,Jonas Valanciunas,Mem,C,29.21,5,33.1,69,18.2,14,8,0.875,50,8,15,9.8,16.4,2.6,0.6,0.6,2
859,Russell Westbrook,Was,G,32.69,5,37.2,77.6,27.8,16.9,43,0.791,64,20,19,10.4,15.2,11.8,0.4,0.2,4.2
860,Grant Williams,Bos,F,22.64,5,11.4,23.7,11.4,6.5,3,1,8,5,3.4,2,10.2,0.8,0.2,0.8,0.2
861,Justin Jackson,Mil,F,26.32,5,3,6.2,17.4,16.7,0,0,3,2,1.2,0.4,7.2,0.2,0.2,0,0.2
862,Kris Dunn,Atl,G,27.34,5,6.6,13.7,14.5,37.2,4,1,4,1,1.2,1,8.3,1,0.4,0.4,0.8
863,Jordan Nwora,Mil,F,22.86,5,6.2,12.9,30.5,4.5,7,0.714,10,8,3,1.8,15.6,0.2,0,0.2,0.2
864,Abdel Nader,Pho,F,27.82,5,5.8,12,9.5,0,0,0,4,2,0.8,1,9.6,0,0,0,0
865,Bam Adebayo,Mia,C-F,24.01,4,34,70.7,23.8,14.9,13,0.769,57,0,15.5,9.3,13.3,4.3,1.25,0.5,2.75
866,Trevor Ariza,Mia,F,36.06,4,24,50,11.9,11.5,0,0,6,17,4.8,5.8,11.7,0.5,0.75,0.25,0.75
867,Davis Bertans,Was,F,28.69,4,26.5,55.2,12.3,3.2,7,1,4,23,9.3,2.8,5.7,0.3,0.25,0.5,0.25
868,Isaac Bonga,Was,G,21.7,4,2.4,4.9,22,0,0,0,2,3,0,0,0,0,0,0.25,0
869,Jimmy Butler,Mia,F,31.85,4,38.6,80.3,23.5,10.9,22,0.727,49,15,14.5,7.5,9.5,7,1.25,0.25,2.25
870,Dewayne Dedmon,Mia,C,31.94,4,14.3,29.8,20.1,22.9,5,0.8,15,3,6.3,4.5,15.3,0.8,0,0.5,1.5
871,Goran Dragic,Mia,G,35.21,4,29.2,60.8,24.6,9.2,12,0.75,28,26,16,1.8,2.9,2.8,1,0.5,1.5
872,Trent Forrest,Uta,G,23.11,4,2.4,4.9,18.7,0,0,0,4,0,1,0,0,0,0,0,0
873,Anthony Gill,Was,F,28.76,4,8.2,17.1,7.6,50,0,0,2,1,0,1,6.6,0,0,0,0.75
874,Montrezl Harrell,Lal,F-C,27.48,4,9.8,20.5,22.7,10,9,0.778,14,0,5.8,2.5,14.4,0,0.5,0,0.5
875,Tyler Herro,Mia,G,21.5,4,23.2,48.3,20.9,6.8,7,1,19,19,9.3,3.3,6.8,1.8,0.25,0.25,0.75
876,Talen Horton-Tucker,Lal,G,20.65,4,12.1,25.2,27,10.3,5,0.6,19,5,6.5,3.5,16.3,0.5,0.25,0,0.75
877,Andre Iguodala,Mia,G-F,37.48,4,17.8,37,9.9,31.3,0,0,4,7,3.8,3,8.2,1.3,1,0.5,1.25
878,Isaiah Joe,Phi,G,22.05,4,2.4,4.9,13.7,0,0,0,1,2,0.5,0,0,0.3,0,0,0
879,Romeo Langford,Bos,G-F,21.74,4,27.2,56.7,13.5,2.9,4,1,15,17,9,2.5,5.3,1.3,0.75,0.5,0.25
880,Boban Marjanovic,Dal,C,32.93,4,20.9,43.4,25.5,8.5,9,0.778,39,0,11.8,8,22.3,1,0,0.25,1
881,JaVale McGee,Den,C-F,33.5,4,8.5,17.6,17.6,7.3,6,0.333,8,2,2,3,20,0.8,0.25,1.25,0.25
882,Ben McLemore,Lal,G,28.44,4,8.9,18.6,12.5,10,0,0,3,6,1.5,1.8,11.1,0.3,0.25,0,0.25
883,Markieff Morris,Lal,F,31.88,4,9.5,19.8,16,14.7,6,0.667,5,4,2.3,1,5.9,0.8,0,0.25,0.5
884,Kendrick Nunn,Mia,G,25.97,4,23.3,48.5,22.1,6.4,2,1,25,18,10.3,1.5,3.1,1.5,0.5,0,0.75
885,Jabari Parker,Bos,F,26.35,4,14.8,30.8,21.8,19.7,8,0.75,16,5,8.5,3.8,14.6,0.5,0,0.75,1.5
886,Duncan Robinson,Mia,F,27.25,4,24.9,51.9,16.5,10.7,10,0.9,2,27,10.3,2.8,5.4,0.8,0.75,0,1
887,Axel Toupane,Mil,G-F,20,4,2.5,5.1,17.5,0,0,0,2,2,1.3,1,21.9,0,0,0,0
888,Cam Reddish,Atl,F-G,21.89,4,23,47.9,20.8,11.6,5,0.8,22,14,12.8,3.5,8.3,1.8,1.5,0.5,1.25
889,Precious Achiuwa,Mia,F,21.84,3,4.1,8.5,34.8,41,4,0.25,4,0,2.3,2,23.7,0,0,0.67,1.33
890,Will Barton,Den,G,30.54,3,27.7,57.7,25.5,8.2,4,1,22,21,16.3,4.3,8.8,2.7,0.67,0.33,1.33
891,Bol Bol,Den,C-F,21.68,3,2,4.1,7.4,0,0,0,0,1,0,0.3,9.6,0.7,0,0,0
892,Donte DiVincenzo,Mil,G,24.47,3,23.3,48.5,13.5,27.3,0,0,4,12,2.7,6.3,14.6,2.7,1,0.33,2
893,T.J. Leaf,Por,F,24.23,3,2.5,5.2,24.1,0,0,0,4,0,2,1,23.1,0,0,0,0
894,Nassir Little,Por,F-G,21.44,3,3,6.3,33.5,14.8,4,0.5,0,4,1.7,0.3,6.3,0,0,0.33,0.33
895,Garrison Mathews,Was,G,24.74,3,5.7,11.9,15.2,0,5,0.8,0,4,1.3,0.7,6.4,0,0,0,0
896,Nicolo Melli,Dal,F,30.48,3,6.4,13.3,9.5,0,0,0,2,2,0,2,18.2,0,0.33,0,0
897,Frank Ntilikina,Nyk,G,22.98,3,1.2,2.4,12.7,0,0,0,0,1,0,0,0,0,0,0,0
898,Paul Reed,Phi,F,22.1,3,3.5,7.3,16.4,0,0,0,4,0,1.3,2.7,41.8,0,0,0.33,0
899,Matt Thomas,Uta,G,26.96,3,2.3,4.8,12.8,0,0,0,2,0,0,0.3,8.4,0,0,0,0
900,Xavier Tillman,Mem,F,22.52,3,5.9,12.3,14.3,16.7,0,0,4,1,0.7,1,9.4,0.3,0.33,0,0.33
901,Gabe Vincent,Mia,G,25.1,3,4.7,9.9,12.4,25,0,0,1,2,1.7,0.3,3.4,0.7,0,0,0.33
902,Kemba Walker,Bos,G,31.2,3,30.3,63.1,24.9,15,10,0.9,24,17,12.7,4,7.6,4,0.33,0,2.67
903,Tremont Waters,Bos,G,23.53,3,2,4.1,52.5,27.3,3,0.667,2,2,1.3,0,0,0.7,0.33,0,0.67
904,Robert Williams III,Bos,C-F,23.76,3,15.2,31.7,14.7,6.3,2,0.5,14,0,6.3,5,19,0.7,0.33,3,0.33
905,Nemanja Bjelica,Mia,F,33.2,2,15.2,31.6,19.8,0,6,0.667,3,8,9,2.5,8,1,1,0.5,0
906,Keljin Blevins,Por,G,25.66,2,2,4.1,23.1,0,0,0,1,1,1,0,0,0,0,0,0
907,Jarrell Brantley,Uta,F,25.12,2,1.7,3.5,37.5,34.7,2,0.5,1,0,0.5,0.5,17.1,0,0,0,0.5
908,Trey Burke,Dal,G,28.69,2,8.3,17.3,21.5,0,2,0.5,4,3,0.5,0.5,3.5,0.5,0,0,0
909,Brandon Clarke,Mem,F-G,24.83,2,4.8,9.9,8.9,0,0,0,2,0,1,0.5,5.8,0,0,0.5,0
910,Jared Dudley,Lal,F,36.03,2,2.5,5.1,0,,0,0,0,0,0,0,0,0,0,0,0
911,Carsen Edwards,Bos,G,23.36,2,2.7,5.6,23.5,0,0,0,1,2,2.5,0.5,10.7,0,0,0,0
912,CJ Elleby,Por,F-G,21.09,2,4,8.3,11.3,50,0,0,1,0,0,1.5,21.7,0.5,0,0,0.5
913,Langston Galloway,Pho,G,29.61,2,7.4,15.3,23.1,0,1,0,5,2,1,1,7.6,0.5,0,0.5,0
914,Chandler Hutchison,Was,F-G,25.23,2,9.1,19,15.8,14.5,2,1,5,0,3,1.5,9,0.5,0,0,0.5
915,Serge Ibaka,Lac,F,31.84,2,9.2,19.2,22.2,11.4,4,1,4,2,5,2,12.6,1,0.5,1.5,0.5
916,Derrick Jones Jr.,Por,F,24.43,2,5.3,10.9,21.5,0,0,0,3,2,2,0,0,0,0.5,0,0
917,Luke Kornet,Bos,F-C,26.02,2,2.7,5.6,14.7,0,2,0.5,1,0,1.5,1.5,32.1,0,0,0,0
918,Alfonzo McKinnie,Lal,F,28.84,2,5.9,12.2,11.5,0,0,0,1,2,0,0.5,4.8,0,0,0,0
919,Juwan Morgan,Uta,F,24.26,2,2.9,5.9,0,,0,0,0,0,0,1,20.4,0.5,0,0,0
920,Semi Ojeleye,Bos,F,26.63,2,6,12.5,17.2,0,2,0.5,1,3,0.5,0,0,0,0.5,0.5,0
921,KZ Okpala,Mia,F-G,22.23,2,2.9,6,7.6,0,0,0,0,1,0,0,0,0,0,0,0
922,Elfrid Payton,Nyk,G,27.41,2,6.6,13.6,19.9,0,2,0.5,5,0,0.5,0,0,0.5,0.5,0,0
923,Max Strus,Mia,G-F,25.31,2,2.9,6,7.6,0,0,0,1,0,0,0,0,0,0,0,0
924,Udoka Azubuike,Uta,C-F,21.84,1,1.2,2.5,0,,0,0,0,0,0,1,48.5,0,0,0,0
925,Tacko Fall,Bos,C,25.61,1,0.9,1.9,0,,0,0,0,0,0,1,64.1,0,0,0,0
926,Harry Giles III,Por,F-C,23.25,1,3.6,7.5,50.1,75,0,0,1,0,0,3,48.1,0,0,0,3
927,Josh Green,Dal,G,20.67,1,4.2,8.8,0,,0,0,0,0,0,0,0,0,0,0,0
928,Ersan Ilyasova,Uta,F,34.18,1,3.4,7.1,37.5,0,2,1,1,1,4,0,0,0,0,0,0
929,Kevin Knox II,Nyk,F,21.94,1,3.5,7.3,11.2,0,2,1,0,0,2,1,15.1,1,0,1,0
930,John Konchar,Mem,G,25.33,1,2.8,5.8,15.1,0,0,0,0,1,0,1,19.7,0,0,1,0
931,Anthony Tolliver,Phi,F,36.14,1,1.7,3.5,0,,0,0,0,0,0,0,0,0,0,0,0
932,Rayjon Tucker,Phi,G,23.82,1,1.7,3.5,22.3,0,2,0.5,0,0,1,0,0,0,0,0,0
933,Justise Winslow,Mem,F-G,25.32,1,2.8,5.8,0,,0,0,0,0,0,1,19.7,1,0,0,0
934,Cassius Winston,Was,G,23.39,1,5.5,11.5,38,40,0,0,2,1,2,2,19.8,1,0,0,2
935,Ty-Shon Alexander,Pho,G,23.01,1,1.3,2.7,35.1,0,0,0,1,0,2,0,0,0,0,0,0
936,Jaylen Adams,Por,G,24.44,3,6.9,14.4,18.1,0,0,0,5,4,2,1,7.6,0.7,0.33,0,0
937,Steven Adams,Okc,C,27.23,7,30,62.6,15.7,20.8,20,0.45,51,1,10.1,11.6,20.1,1.3,0.57,0.29,2.29
938,Bam Adebayo,Mia,C-F,23.24,19,36.2,75.4,21,14.8,115,0.783,219,1,17.8,10.3,16.5,4.4,1,0.84,2.47
939,Jarrett Allen,Bro,C,22.48,4,33.1,68.9,13.1,26.2,16,0.813,24,0,10.3,14.8,22.5,2.3,0.5,1.75,2.75
940,Justin Anderson,Bro,F-G,26.9,3,9.4,19.6,23,12.7,4,1,1,11,6.3,2.7,14.3,1,0,0.33,0.67
941,Giannis Antetokounmpo,Mil,F,25.85,9,30.8,64.2,35.2,13.2,81,0.58,121,40,26.7,13.8,24,5.7,0.67,0.89,3.33
942,Carmelo Anthony,Por,F,36.37,5,35.1,73.2,20.7,14.9,14,0.857,49,19,15.2,5,7.5,2,1,0.4,2.6
943,OG Anunoby,Tor,F,23.24,11,35.7,74.4,13.1,13.8,28,0.643,47,41,10.5,6.9,10.4,1.2,1,1.18,1.45
944,D.J. Augustin,Orl,G,32.92,5,25.6,53.3,22.7,16.1,23,0.957,29,18,13.2,2,4,6,0.2,0,2.2
945,J.J. Barea,Dal,G,36.29,1,5.2,10.8,27.5,30.1,3,1,1,0,3,0,0,0,0,0,1
946,Keita Bates-Diop,Den,F,24.72,5,4.7,9.9,11.3,0,2,0.5,5,0,0.6,1.2,15.1,0.2,0,0,0
947,Darius Bazley,Okc,F-G,20.33,7,18,37.5,14.2,14.5,10,0.9,9,22,6.6,6.7,19.5,0.9,0,0.43,0.86
948,Patrick Beverley,Lac,G,32.25,8,20.8,43.3,12.6,14.7,4,0.5,17,22,6.3,4.1,11.1,2.4,1,0.38,0.88
949,Khem Birch,Orl,C,28.04,5,17.9,37.3,11.4,21,11,0.909,14,0,4.8,5,14.3,1.4,0.2,0,1
950,Eric Bledsoe,Mil,G,30.84,9,29.7,61.8,21.3,17.4,26,0.808,66,32,11.7,4.6,8.2,5.9,1.22,0.67,2.56
951,Bol Bol,Den,C-F,20.9,4,5.4,11.1,30.9,13.8,8,0.875,6,3,4.8,1.3,13.9,0,0.5,0.5,0.5
952,Chris Boucher,Tor,F-C,27.75,7,6.1,12.7,12.9,8,1,0,6,5,1.1,1.7,15.2,0.1,0,0.29,0.14
953,Tony Bradley,Uta,C-F,22.67,6,8.1,16.8,15.5,24.9,7,0.714,9,0,1.5,3.8,27.8,0.2,0.33,0.33,0.67
954,Jarrell Brantley,Uta,F,24.35,2,6.5,13.4,25,14.5,2,0.5,2,3,0.5,2,18.2,1,0,0.5,0.5
955,Malcolm Brogdon,Ind,G,27.83,4,40,83.2,25.1,11.5,28,0.893,41,24,21.5,4.3,6.2,10,1,0,2.5
